,text,label,readability,ARI
18592,This secretary deserve to be fired. She's just as wicked and heartless as the u.s president. I'm not comfortable with saying bat things about u.s presidents,1,79.56,6.6
18593,What an inspiration!,0,34.59,8.3
18594,Following your logic anytime anyone dies the all lives matter movement should go crazy. People are mad when people black get racially profiled and killed by the police because the police are supposed to protect everyone,1,70.13,11.6
18595,I think the term,1,118.18,-4.2
18596,there is no real fear of God in society,1,96.18,-0.8
18597,Invented  it.,1,35.61,5.5
18598,Why is Hillary  not in jail,1,99.23,-2.0
18599,So you are making fun of her since she has conflicting beliefs?  You are wayyy better than her lol,1,87.21,2.9
18600,that should be EMPOWERED,1,92.8,5.3
18601,Ahaha I'm a Christian and I don't find it offensive. It IS a book. I believe it's special and holy,1,90.05,0.5
18602,i relate to her so much,0,99.23,-4.4
18603,@Fredrik Åhman that too,1,75.88,4.1
18604,This clip really,1,119.19,2.1
18605,Black and gay? That's a double negative,1,93.3,2.5
18606,Black Lives Matter is a Marxist organization. If these clowns would stop pandering enough to read their manifesto on their website.,1,69.28,8.7
18607,@Randomgirlwhosings0804 On generalizing Christians,1,-118.71,35.9
18608,It makes perfect sense. It means that you don't agree that it's okay to act on homosexual attraction. That's it. You can still love and respect someone and disagree with their beliefs.,1,85.99,6.4
18609,Sorry guys but he is right.,1,116.15,-1.2
18610,The view of broken America in full color. Our nation broke decades ago,1,90.26,2.8
18611,He is right,1,119.19,-5.9
18612,Love Sheriff Saved Clarke. Speak Loudly.. More Often,1,88.74,9.1
18613,The Ruby Rose wannabee is so funny.,1,89.75,1.6
18614,I forget her name at the momment but the girl in the blue stripes shirt is so beyond her years. So smart and open minded. Its beautiful.,1,91.61,4.5
18615,I hate that pink section in the store,1,105.66,0.2
18616,Yep I felt disgusted by myself the other day. Because for a moment. I felt hatred for them. Briefly. Because I see them toppling statues,1,90.46,2.8
18617,Black lives don’t matter all lives matter,1,89.75,5.6
18618,Who's gonna tell her?,1,118.18,1.8
18619,no there is a pandemic on,1,90.77,-2.8
18620,ALL LIVES MATTER... the end,0,100.24,2.7
18621,Got a Quran ad in my sidebar,1,89.75,-3.2
18622,When she gave a large portion of her concert earnings,1,86.71,4.3
18623,pvz68man There is absolutely nothing wrong with LGBTQIA+ You seriously need to stfu. Because I don’t give af what a book says love is love and I don’t see how other people’s sexuality affects you. You are a small person,0,83.36,6.4
18624,the fact it is so hard to find the video of the lady shot and killed for saying all lives matter is exactly why we say ALL LIVES MATTER. i guarantee when they catch them it won't be a hate crime because it doesn't fit the agenda.,1,81.46,8.6
18625,the op vloger yea cuz minority gets killed for the color of their skin and no justice is served most of the times,1,90.43,8.7
18626,Black lives matter are racist full stop.,1,89.75,5.0
18627,Black lives matter looks like a criminal organisation now,1,53.88,8.7
18628,Don Hoover Isn’t there more white people in the Us though more than black people,1,98.55,6.8
18629,I'm studying Accounting(my last year) but I want engineering ),1,53.88,10.8
18630,We're not animals there's no alphas and betas. You could've said He's a righteous man that seems more appropriate.,1,78.75,7.1
18631,Drake Bell Because they’re saying the world wouldn’t be homophobic or discriminatory in love.,1,57.27,12.5
18632,Dude the slogan is a response to racist actions. nGo educate yourself before opening your mouth. nThat’s the problem with America today. To much illiterate Fs out and about.,1,80.99,5.7
18633,The Sheriff reminds me just one guy....Malcolm X,1,80.28,6.7
18634,Right!? I was like your a stud and really freaking cute! Like girl,1,100.58,4.6
18635,I am have a big respect for sherif David Clarke ! You are a wonderful man. God bless you!,1,99.23,0.1
18636,you're on the money,1,118.18,-0.7
18637,Sack and ban all politically motivated teachers and professors in the education system Brainwashing the young is where it starts.,1,51.18,14.5
18638,Hannity you know better you understand what they are saying  We are sick of the BS Black folks can never say what they mean Not what you mean OK master Hannity massa massa massa hannity,1,61.33,16.3
18639,I grew up playing with anything I could find (perfume bottles,1,85.69,5.9
18640,@Insidious  yeah AND it still the issue of the gouvernor or mayor if they do nothing THEN yes it the president to do it,1,72.5,9.2
18641,@Law T Keep Calm and Carry on mate,1,114.12,-1.6
18642,@Ruth Collins Slavery had already stopped in Islamic countries.,1,87.72,11.8
18643,Someone fire these people and put them in the street then let's see who lives matter then ...yall live with no money no job for just two months then see who helps you on the street ...I bet there be yellow black and white that help you ...help from all lives ..that's y all lives matter ...black lives can't do it all...neither can white neither can yellow ...it takes all lives to over come the hate and that's why all lives matter...cause we can't do it all by ourselves..Godwins 99%God 1%er You and that's 100% the truth so help me God,0,103.52,4.1
18644,this is all i have to say,1,115.13,-5.3
18645,All Lives Matter. Period.,0,75.88,6.5
18646,Danielle D It’s only that easy if you ignore science and don’t apply any level of scepticism. You can’t form an actual opinion if you block out most of the information.,1,72.66,7.3
18647,It's not a book it's a bible,1,115.13,-3.2
18648,I spelled his last name wrong (my bad. It's Van Jones,1,116.65,-0.4
18649,HE ASKED FOR TIPS TO BE A FRIEND TO A FRIEND IM!!!!!!!!!,1,110.06,2.2
18650,The dislikes give me hope for this world,1,105.66,2.0
18651,All Lives Matters means exactly that. Equality for everyone. BLM only focuses and try’s to elevate 1 race. I’m Asian and we too suffer from racism - especially now with this COVID-19 situation. Racism and brutality is never right. All Lives Matter.,0,73.03,5.8
18652,Has anyone forgotten about COVID-19? and how it spreads?,1,83.83,5.9
18653,@corinthia Long naah,1,93.81,8.3
18654,that would just be uhhh...*pUrE mEaN*,1,73.85,6.7
18655,That's a girl,1,119.19,-2.7
18656,The gayest looking one is homophobic wow karma,1,71.82,5.6
18657,I was just about to comment how amazing this interview was but I read the other comments first and saw that most everyone saw the same thing I did.  Love her or hate her,1,88.06,5.8
18658,Im a Doctor and people say arent u young for calling urself a dr,0,91.11,2.7
18659,Every life matters I don't understand why these people would boo that...,0,84.68,8.5
18660,Because BLM believe only black lives matter.nnAnd you can say oh but blacks are killed by police fact,1,87.72,5.1
18661,@Brutal Honesty wow you're so unique with that mindset,1,87.72,7.1
18662,Hope most of them get it & die.,1,115.13,-1.9
18663,@Michael Paysour Think yourself. IF the virus is there they don.t need travel anymore. The virus was much earlier everywhere than they tought. the measures wher deadlier than the virus. A lack of vitamine D to stay indoors was wrong advise! On purpose?,1,81.09,5.1
18664,They are absolutely no better than ISIS,1,64.37,4.3
18665,Ohh sorry White lives does not matter,1,106.67,2.9
18666,You are the Ultimate Qüeen. Thanks to your,1,92.8,1.2
18667,I subscribed you,1,93.81,2.1
18668,Why is church so badly spoken of. I get that we have done bad things in the past and present. But when you really say,1,113.81,0.3
18669,@Tyrone Marcus I'm sorry you're so brainwashed and threatened by people whose lives have absolutely no affect on your own. Mind your business and stop worrying about how other people live. If anything is of the devil it's hatred and you're full of it.,1,81.93,8.2
18670,Sanders is a  suck hole fuckwit,1,99.23,1.2
18671,To whom it may concern,1,100.24,-2.1
18672,could we say that,1,118.18,-3.0
18673,Thank you for being so strong and brave. I love you,1,108.19,-1.2
18674,All lives matter no matter color gender or religion bernies an effing idiot fishing for minority votes .another two faced demonrat,0,60.82,8.5
18675,I am really not the biggest fan of hers (especially her latest music) but you have to give credit where credit is due,1,81.97,9.5
18676,@The magicbeard Search up Agenda 21; 2021 is when things truly go nuts.,1,92.12,6.5
18677,What the violent protesters will find later is,1,71.82,5.6
18678,It’s BLACK LIVES MATTER TOOOOOOOO NOT ONLY BLACK LIVES MATTER FFS,1,94.15,7.6
18679,catz537 totally agree. My mom used to be racist/homophobic and then I dated a black girl,1,88.74,4.0
18680,Yeah I said it in a game and this girl saying blm got so mad,1,98.55,0.5
18681,The SHERIFF AND LARRY ARE ABSOLUTELY CORRECT!! THEY ARE VERY INTELLIGENT  MEN   AND IT WAS GREAT HOW THEY BOTH SHOWED WHINY JUANO  HOW REALLY STUPID HE IS!!,1,83.15,7.3
18682,Darci Lynn right?!? That’s what I was thinking!,1,109.72,4.1
18683,Let's be honest... No lives matter.  We're all equally worthless.,1,93.51,6.1
18684,Mayja gamer live life which world are you living in,1,103.63,3.4
18685,TheLegend27 Is Alive if the shoe fits,1,106.67,2.9
18686,Sheriff Clarke is right when he says poverty is not generational it a lifestyle,1,74.19,7.8
18687,Love thy neighbore as thy love selfnU say what that means,1,102.61,4.2
18688,@Joe Robledo glad they didn't literally harm us but ended up leaving trash and spit,1,81.63,7.7
18689,I want the counterpart to this video,1,89.75,2.3
18690,@Darvy Rith let me show you the reason BLM is a thing.,1,101.6,1.4
18691,A queen to the LGBTQ Community!,0,90.77,2.0
18692,the lil boy with the grey shirt should have a conversation with the girl in the dark red shirt,1,86.03,6.9
18693,True but why would people be upset if I said Asian lives matter or white or Mexican or anybody  (All Lives Matter),1,74.53,9.3
18694,i thought the girl who doesnt agree with homosexuality was a boy,1,76.22,5.4
18695,We need to be separated because obviously we don’t all get along according to black lives matter. So all they created is divide and more hatred,1,75.2,6.5
18696,same*nnits like 1 am and i cant type,1,105.66,-0.4
18697,@Damian Vigorito and I bet you believe the Earth is flat too. Gonna vote for Trump again in 2020? Loser,1,95.17,3.4
